,mmu-let-7a-1-3p,mmu-let-7a-5p,mmu-let-7b-3p,mmu-let-7b-5p,mmu-let-7c-1-3p,mmu-let-7c-2-3p,mmu-let-7c-5p,mmu-let-7d-3p,mmu-let-7d-5p,mmu-let-7e-3p,mmu-let-7e-5p,mmu-let-7f-1-3p,mmu-let-7f-2-3p,mmu-let-7f-5p,mmu-let-7g-3p,mmu-let-7g-5p,mmu-let-7i-3p,mmu-let-7i-5p,mmu-let-7j,mmu-let-7k,mmu-miR-100-3p,mmu-miR-100-5p,mmu-miR-101a-3p,mmu-miR-101a-5p,mmu-miR-101b-3p,mmu-miR-101c,mmu-miR-103-3p,mmu-miR-106a-5p,mmu-miR-106b-3p,mmu-miR-106b-5p,mmu-miR-107-3p,mmu-miR-107-5p,mmu-miR-10a-3p,mmu-miR-10a-5p,mmu-miR-10b-3p,mmu-miR-10b-5p,mmu-miR-1187,mmu-miR-1190,mmu-miR-1191a,mmu-miR-1193-3p,mmu-miR-1195,mmu-miR-1198-5p,mmu-miR-12191-3p,mmu-miR-122-3p,mmu-miR-122-5p,mmu-miR-124-3p,mmu-miR-1247-5p,mmu-miR-1249-3p,mmu-miR-125a-3p,mmu-miR-125a-5p,mmu-miR-125b-1-3p,mmu-miR-125b-2-3p,mmu-miR-125b-5p,mmu-miR-126a-3p,mmu-miR-126a-5p,mmu-miR-127-3p,mmu-miR-127-5p,mmu-miR-128-3p,mmu-miR-129-1-3p,mmu-miR-129-2-3p,mmu-miR-129-5p,mmu-miR-1291,mmu-miR-1298-5p,mmu-miR-1306-5p,mmu-miR-130a-3p,mmu-miR-130a-5p,mmu-miR-130b-3p,mmu-miR-130b-5p,mmu-miR-132-3p,mmu-miR-132-5p,mmu-miR-133a-3p,mmu-miR-133a-5p,mmu-miR-133b-3p,mmu-miR-134-3p,mmu-miR-134-5p,mmu-miR-135a-5p,mmu-miR-135b-5p,mmu-miR-136-3p,mmu-miR-136-5p,mmu-miR-137-3p,mmu-miR-137-5p,mmu-miR-138-1-3p,mmu-miR-138-5p,mmu-miR-139-3p,mmu-miR-139-5p,mmu-miR-140-3p,mmu-miR-140-5p,mmu-miR-141-3p,mmu-miR-141-5p,mmu-miR-142a-3p,mmu-miR-142a-5p,mmu-miR-143-3p,mmu-miR-144-3p,mmu-miR-144-5p,mmu-miR-145a-3p,mmu-miR-145a-5p,mmu-miR-145b,mmu-miR-146a-5p,mmu-miR-146b-5p,mmu-miR-147-3p,mmu-miR-148a-3p,mmu-miR-148b-3p,mmu-miR-148b-5p,mmu-miR-149-5p,mmu-miR-150-3p,mmu-miR-150-5p,mmu-miR-151-3p,mmu-miR-151-5p,mmu-miR-152-3p,mmu-miR-152-5p,mmu-miR-153-3p,mmu-miR-154-3p,mmu-miR-154-5p,mmu-miR-155-5p,mmu-miR-15a-3p,mmu-miR-15a-5p,mmu-miR-15b-3p,mmu-miR-15b-5p,mmu-miR-16-2-3p,mmu-miR-16-5p,mmu-miR-17-3p,mmu-miR-17-5p,mmu-miR-181a-1-3p,mmu-miR-181a-2-3p,mmu-miR-181a-5p,mmu-miR-181b-5p,mmu-miR-181c-3p,mmu-miR-181c-5p,mmu-miR-181d-5p,mmu-miR-182-5p,mmu-miR-183-3p,mmu-miR-183-5p,mmu-miR-1839-3p,mmu-miR-1839-5p,mmu-miR-184-3p,mmu-miR-1843a-3p,mmu-miR-1843a-5p,mmu-miR-1843b-3p,mmu-miR-1843b-5p,mmu-miR-185-3p,mmu-miR-185-5p,mmu-miR-186-3p,mmu-miR-186-5p,mmu-miR-187-3p,mmu-miR-187-5p,mmu-miR-188-3p,mmu-miR-188-5p,mmu-miR-1895,mmu-miR-18a-3p,mmu-miR-18a-5p,mmu-miR-190a-3p,mmu-miR-190a-5p,mmu-miR-190b-5p,mmu-miR-191-3p,mmu-miR-191-5p,mmu-miR-192-3p,mmu-miR-192-5p,mmu-miR-1931,mmu-miR-1934-5p,mmu-miR-193a-3p,mmu-miR-193a-5p,mmu-miR-193b-3p,mmu-miR-193b-5p,mmu-miR-194-2-3p,mmu-miR-194-5p,mmu-miR-1941-3p,mmu-miR-1941-5p,mmu-miR-1943-3p,mmu-miR-1943-5p,mmu-miR-1947-5p,mmu-miR-1948-3p,mmu-miR-1949,mmu-miR-1955-5p,mmu-miR-195a-3p,mmu-miR-195a-5p,mmu-miR-1964-5p,mmu-miR-1968-5p,mmu-miR-196a-5p,mmu-miR-196b-5p,mmu-miR-1981-3p,mmu-miR-1981-5p,mmu-miR-1982-3p,mmu-miR-1983,mmu-miR-199a-3p,mmu-miR-199a-5p,mmu-miR-199b-3p,mmu-miR-199b-5p,mmu-miR-19a-3p,mmu-miR-19b-1-5p,mmu-miR-19b-3p,mmu-miR-1a-1-5p,mmu-miR-1a-3p,mmu-miR-1b-3p,mmu-miR-200a-3p,mmu-miR-200a-5p,mmu-miR-200b-3p,mmu-miR-200b-5p,mmu-miR-200c-3p,mmu-miR-201-5p,mmu-miR-203-3p,mmu-miR-203-5p,mmu-miR-204-3p,mmu-miR-204-5p,mmu-miR-205-5p,mmu-miR-206-3p,mmu-miR-208a-3p,mmu-miR-20a-3p,mmu-miR-20a-5p,mmu-miR-20b-3p,mmu-miR-20b-5p,mmu-miR-210-3p,mmu-miR-211-5p,mmu-miR-212-3p,mmu-miR-2137,mmu-miR-214-3p,mmu-miR-215-5p,mmu-miR-216a-5p,mmu-miR-216b-5p,mmu-miR-217-5p,mmu-miR-218-1-3p,mmu-miR-218-2-3p,mmu-miR-218-5p,mmu-miR-219a-1-3p,mmu-miR-219a-2-3p,mmu-miR-219a-5p,mmu-miR-21a-3p,mmu-miR-21a-5p,mmu-miR-22-3p,mmu-miR-22-5p,mmu-miR-221-3p,mmu-miR-221-5p,mmu-miR-222-3p,mmu-miR-222-5p,mmu-miR-223-3p,mmu-miR-223-5p,mmu-miR-224-5p,mmu-miR-23a-3p,mmu-miR-23a-5p,mmu-miR-23b-3p,mmu-miR-23b-5p,mmu-miR-24-1-5p,mmu-miR-24-2-5p,mmu-miR-24-3p,mmu-miR-25-3p,mmu-miR-25-5p,mmu-miR-26a-2-3p,mmu-miR-26a-5p,mmu-miR-26b-3p,mmu-miR-26b-5p,mmu-miR-27a-3p,mmu-miR-27a-5p,mmu-miR-27b-3p,mmu-miR-27b-5p,mmu-miR-28a-3p,mmu-miR-28a-5p,mmu-miR-28c,mmu-miR-296-3p,mmu-miR-296-5p,mmu-miR-297a-3p,mmu-miR-297a-5p,mmu-miR-297b-3p,mmu-miR-297b-5p,mmu-miR-297c-3p,mmu-miR-297c-5p,mmu-miR-298-5p,mmu-miR-299a-3p,mmu-miR-299a-5p,mmu-miR-29a-3p,mmu-miR-29a-5p,mmu-miR-29b-1-5p,mmu-miR-29b-2-5p,mmu-miR-29b-3p,mmu-miR-29c-3p,mmu-miR-29c-5p,mmu-miR-300-3p,mmu-miR-300-5p,mmu-miR-301a-3p,mmu-miR-301b-3p,mmu-miR-3057-5p,mmu-miR-3058-3p,mmu-miR-3058-5p,mmu-miR-3061-3p,mmu-miR-3061-5p,mmu-miR-3064-5p,mmu-miR-3066-5p,mmu-miR-3068-3p,mmu-miR-3068-5p,mmu-miR-3069-5p,mmu-miR-3074-1-3p,mmu-miR-3074-5p,mmu-miR-3076-3p,mmu-miR-3076-5p,mmu-miR-3084-3p,mmu-miR-3084-5p,mmu-miR-3087-3p,mmu-miR-3095-3p,mmu-miR-3097-3p,mmu-miR-3098-5p,mmu-miR-3099-3p,mmu-miR-30a-3p,mmu-miR-30a-5p,mmu-miR-30b-3p,mmu-miR-30b-5p,mmu-miR-30c-1-3p,mmu-miR-30c-2-3p,mmu-miR-30c-5p,mmu-miR-30d-3p,mmu-miR-30d-5p,mmu-miR-30e-3p,mmu-miR-30e-5p,mmu-miR-31-3p,mmu-miR-31-5p,mmu-miR-3102-3p,mmu-miR-3105-5p,mmu-miR-32-3p,mmu-miR-32-5p,mmu-miR-320-3p,mmu-miR-322-3p,mmu-miR-322-5p,mmu-miR-323-3p,mmu-miR-324-3p,mmu-miR-324-5p,mmu-miR-326-3p,mmu-miR-328-3p,mmu-miR-329-3p,mmu-miR-33-3p,mmu-miR-33-5p,mmu-miR-330-3p,mmu-miR-330-5p,mmu-miR-331-3p,mmu-miR-331-5p,mmu-miR-335-3p,mmu-miR-335-5p,mmu-miR-337-3p,mmu-miR-337-5p,mmu-miR-338-3p,mmu-miR-338-5p,mmu-miR-339-3p,mmu-miR-339-5p,mmu-miR-340-3p,mmu-miR-340-5p,mmu-miR-341-3p,mmu-miR-342-3p,mmu-miR-342-5p,mmu-miR-344-3p,mmu-miR-345-3p,mmu-miR-345-5p,mmu-miR-3470a,mmu-miR-3470b,mmu-miR-3473a,mmu-miR-3473b,mmu-miR-3473d,mmu-miR-3473e,mmu-miR-3474,mmu-miR-34a-3p,mmu-miR-34a-5p,mmu-miR-34b-3p,mmu-miR-34b-5p,mmu-miR-34c-3p,mmu-miR-34c-5p,mmu-miR-350-3p,mmu-miR-350-5p,mmu-miR-351-5p,mmu-miR-3535,mmu-miR-3547-3p,mmu-miR-3572-3p,mmu-miR-361-3p,mmu-miR-361-5p,mmu-miR-3618-5p,mmu-miR-362-3p,mmu-miR-362-5p,mmu-miR-363-3p,mmu-miR-365-2-5p,mmu-miR-365-3p,mmu-miR-369-3p,mmu-miR-369-5p,mmu-miR-374b-5p,mmu-miR-374c-5p,mmu-miR-375-3p,mmu-miR-376a-3p,mmu-miR-376a-5p,mmu-miR-376b-3p,mmu-miR-376b-5p,mmu-miR-376c-3p,mmu-miR-377-3p,mmu-miR-378a-3p,mmu-miR-378a-5p,mmu-miR-378b,mmu-miR-378c,mmu-miR-378d,mmu-miR-379-3p,mmu-miR-379-5p,mmu-miR-380-3p,mmu-miR-381-3p,mmu-miR-381-5p,mmu-miR-382-3p,mmu-miR-382-5p,mmu-miR-383-5p,mmu-miR-384-3p,mmu-miR-384-5p,mmu-miR-3960,mmu-miR-3963,mmu-miR-3968,mmu-miR-3970,mmu-miR-409-3p,mmu-miR-410-3p,mmu-miR-411-3p,mmu-miR-411-5p,mmu-miR-421-3p,mmu-miR-423-3p,mmu-miR-423-5p,mmu-miR-425-3p,mmu-miR-425-5p,mmu-miR-429-3p,mmu-miR-431-5p,mmu-miR-433-3p,mmu-miR-434-3p,mmu-miR-434-5p,mmu-miR-449a-5p,mmu-miR-449c-5p,mmu-miR-450a-5p,mmu-miR-450b-3p,mmu-miR-450b-5p,mmu-miR-451a,mmu-miR-455-3p,mmu-miR-455-5p,mmu-miR-465a-3p,mmu-miR-465b-3p,mmu-miR-465c-3p,mmu-miR-466a-3p,mmu-miR-466a-5p,mmu-miR-466b-3p,mmu-miR-466b-5p,mmu-miR-466c-3p,mmu-miR-466c-5p,mmu-miR-466d-3p,mmu-miR-466d-5p,mmu-miR-466e-3p,mmu-miR-466e-5p,mmu-miR-466f,mmu-miR-466f-3p,mmu-miR-466f-5p,mmu-miR-466g,mmu-miR-466h-3p,mmu-miR-466h-5p,mmu-miR-466i-3p,mmu-miR-466i-5p,mmu-miR-466j,mmu-miR-466k,mmu-miR-466m-5p,mmu-miR-466n-5p,mmu-miR-466o-5p,mmu-miR-466p-3p,mmu-miR-466p-5p,mmu-miR-467a-3p,mmu-miR-467a-5p,mmu-miR-467b-5p,mmu-miR-467c-5p,mmu-miR-467d-3p,mmu-miR-467d-5p,mmu-miR-467e-3p,mmu-miR-467e-5p,mmu-miR-483-5p,mmu-miR-484,mmu-miR-485-5p,mmu-miR-486a-3p,mmu-miR-486a-5p,mmu-miR-486b-3p,mmu-miR-486b-5p,mmu-miR-487b-3p,mmu-miR-490-3p,mmu-miR-490-5p,mmu-miR-491-3p,mmu-miR-491-5p,mmu-miR-495-3p,mmu-miR-496a-3p,mmu-miR-497a-3p,mmu-miR-497a-5p,mmu-miR-499-5p,mmu-miR-500-3p,mmu-miR-500-5p,mmu-miR-501-3p,mmu-miR-501-5p,mmu-miR-503-3p,mmu-miR-503-5p,mmu-miR-505-3p,mmu-miR-505-5p,mmu-miR-5099,mmu-miR-5100,mmu-miR-5104,mmu-miR-511-3p,mmu-miR-5113,mmu-miR-5114,mmu-miR-5121,mmu-miR-5122,mmu-miR-5126,mmu-miR-5128,mmu-miR-5132-5p,mmu-miR-532-3p,mmu-miR-532-5p,mmu-miR-540-3p,mmu-miR-540-5p,mmu-miR-541-5p,mmu-miR-542-3p,mmu-miR-542-5p,mmu-miR-543-3p,mmu-miR-543-5p,mmu-miR-547-3p,mmu-miR-551b-3p,mmu-miR-5615-3p,mmu-miR-574-3p,mmu-miR-574-5p,mmu-miR-582-3p,mmu-miR-582-5p,mmu-miR-592-5p,mmu-miR-598-3p,mmu-miR-615-3p,mmu-miR-6236,mmu-miR-6238,mmu-miR-6239,mmu-miR-6240,mmu-miR-6392-5p,mmu-miR-6395,mmu-miR-6481,mmu-miR-6516-3p,mmu-miR-6516-5p,mmu-miR-652-3p,mmu-miR-652-5p,mmu-miR-6538,mmu-miR-664-3p,mmu-miR-664-5p,mmu-miR-665-3p,mmu-miR-666-3p,mmu-miR-667-3p,mmu-miR-668-3p,mmu-miR-669a-3-3p,mmu-miR-669a-3p,mmu-miR-669a-5p,mmu-miR-669b-5p,mmu-miR-669c-5p,mmu-miR-669d-5p,mmu-miR-669e-5p,mmu-miR-669f-3p,mmu-miR-669f-5p,mmu-miR-669l-5p,mmu-miR-669m-5p,mmu-miR-669o-3p,mmu-miR-669o-5p,mmu-miR-669p-5p,mmu-miR-671-3p,mmu-miR-671-5p,mmu-miR-672-5p,mmu-miR-674-3p,mmu-miR-674-5p,mmu-miR-676-3p,mmu-miR-676-5p,mmu-miR-677-5p,mmu-miR-6899-3p,mmu-miR-690,mmu-miR-6911-3p,mmu-miR-6934-5p,mmu-miR-6936-3p,mmu-miR-6946-3p,mmu-miR-6946-5p,mmu-miR-6954-3p,mmu-miR-6967-3p,mmu-miR-6967-5p,mmu-miR-6984-3p,mmu-miR-6985-3p,mmu-miR-6988-3p,mmu-miR-6989-3p,mmu-miR-700-3p,mmu-miR-700-5p,mmu-miR-7000-3p,mmu-miR-701-5p,mmu-miR-7013-5p,mmu-miR-702-3p,mmu-miR-7024-5p,mmu-miR-7033-5p,mmu-miR-7048-3p,mmu-miR-7052-3p,mmu-miR-706,mmu-miR-7065-3p,mmu-miR-7068-5p,mmu-miR-7069-3p,mmu-miR-7075-3p,mmu-miR-708-3p,mmu-miR-708-5p,mmu-miR-7083-5p,mmu-miR-7087-3p,mmu-miR-709,mmu-miR-7115-5p,mmu-miR-7219-3p,mmu-miR-7224-3p,mmu-miR-7226-3p,mmu-miR-7240-5p,mmu-miR-744-3p,mmu-miR-744-5p,mmu-miR-760-3p,mmu-miR-7662-3p,mmu-miR-7669-3p,mmu-miR-7687-3p,mmu-miR-7689-3p,mmu-miR-770-3p,mmu-miR-770-5p,mmu-miR-7a-1-3p,mmu-miR-7a-2-3p,mmu-miR-7a-5p,mmu-miR-7b-5p,mmu-miR-802-3p,mmu-miR-802-5p,mmu-miR-8101,mmu-miR-8114,mmu-miR-872-3p,mmu-miR-872-5p,mmu-miR-873a-5p,mmu-miR-874-3p,mmu-miR-874-5p,mmu-miR-877-3p,mmu-miR-877-5p,mmu-miR-879-3p,mmu-miR-879-5p,mmu-miR-9-3p,mmu-miR-9-5p,mmu-miR-92a-1-5p,mmu-miR-92a-3p,mmu-miR-92b-3p,mmu-miR-93-3p,mmu-miR-93-5p,mmu-miR-96-5p,mmu-miR-9769-3p,mmu-miR-98-3p,mmu-miR-98-5p,mmu-miR-99a-3p,mmu-miR-99a-5p,mmu-miR-99b-3p,mmu-miR-99b-5p
FL-LAR-1,1787.0,169605.5,86.0,117921.0,67.0,1787.0,285111.5,2576.0,100257.0,216.0,69279.0,111.0,274.0,84940.0,477.0,83224.0,3928.0,31727.0,3058.0,27.0,67.0,2646.0,5378.0,204.0,1985.0,116.0,21152.5,2.0,270.0,2204.0,6718.0,24.0,0.0,69.0,0.0,83.0,1.0,2.0,56.0,150.0,41.0,211.0,9.0,9.0,424.0,1302748.6666666667,150.0,2704.0,592.0,1965.0,1151.0,1045.0,9440.5,25744.0,1781.0,251163.0,790.0,38939.0,16253.0,93660.0,13302.5,25.0,2219.0,76.0,6159.0,32.0,245.0,58.0,970.0,979.0,7321.0,15.0,3308.0,560.0,1503.0,14217.0,995.0,2170.0,3166.0,13515.0,144.0,695.0,87359.5,6405.0,129586.0,3814.0,2261.0,7.0,2.0,138.0,65.0,21013.0,77.0,14.0,71.0,6351.0,167.0,841.0,1281.0,6.0,312.0,466.0,98.0,74041.0,24.0,17711.0,135.0,37171.0,180.0,3.0,5873.0,491.0,7706.0,82.0,8.0,7435.0,35.0,1338.0,4.0,30040.0,68.0,928.0,2312.0,17.0,387247.0,58099.5,251.0,19151.0,2982.0,247.0,4.0,267.0,379.0,2020.0,132.0,1371.0,1627.0,559.0,1216.0,35.0,7477.0,166.0,552.0,8998.0,127.0,99.0,242.0,28.0,5.0,92.0,49.0,194.0,5.0,664.0,84011.0,13.0,1989.0,2.0,57.0,375.0,26.0,994.0,73.0,11.0,1010.0,15.0,7.0,3.0,13.0,12.0,8.0,5.0,23.0,31.0,7587.0,5.0,42.0,8.5,15.0,5.0,1051.0,34.0,1026.0,713.5,112.0,713.0,11.0,14.0,8.0,245.0,2.0,1019.0,5.0,31.0,5.0,228.0,2.0,116.0,9.0,292.0,13.0,1478.0,59269.0,144.0,3612.0,6.0,7.0,570.0,4.0,15.0,326.0,1728.0,6621.0,23.0,98.0,0.0,29.0,19.0,23.0,116.0,818.0,20626.0,11.0,13858.0,234.5,4.0,3746.0,48066.0,2085.0,1464.0,294.0,6637.0,39.0,214.0,1.0,10.0,16832.0,10.0,42703.0,53.0,116.0,215.0,63386.0,966.0,10.0,81.0,355833.5,26.0,11029.0,5140.0,12.0,20683.0,44.0,156.0,1906.0,17.0,57.0,402.0,56.0,20.5,56.0,3.0,56.0,23.0,684.0,143.0,443.0,198157.0,1098.0,339.0,1750.0,48376.0,20117.0,1100.0,6200.0,869.0,413.0,68.0,24.0,4.0,2.0,21.0,67.0,16.0,5.0,36.0,3214.0,18.0,10.0,12.0,22.0,10.0,84.0,35.0,57.0,13.0,20.0,1.0,5428.0,1710.0,5218.0,96.0,7552.0,527.0,540.0,21096.5,125.0,2316.0,1151.0,7664.0,231.0,5510.0,171.0,8.0,6.0,127.0,6840.0,83.0,668.0,8716.0,834.0,1711.0,2606.0,11573.0,1682.0,41.0,747.0,1978.0,10720.0,990.0,27.0,133.0,867.0,527.0,3378.0,16585.0,2742.0,218.0,222.0,1124.0,1424.0,6161.0,14413.0,467.0,1186.0,117.0,1108.0,5.0,5.0,115.0,209.0,1.0,45.0,8.0,137.0,21980.0,640.0,1396.0,1427.0,663.0,484.0,23.0,188.0,285.0,1156.0,78.0,1111.0,2777.0,25.0,29.0,172.0,5.0,3.0,3146.0,3621.0,33130.0,995.0,2.0,1085.0,5690.0,426.0,2971.0,2290.0,1227.0,1497.0,23720.0,66.0,83.0,1490.0,1422.0,868.0,8449.0,3422.0,3079.0,622.0,366.0,5218.0,11343.0,1481.0,894.0,9.0,4.0,44.0,16.0,3394.0,2082.0,2436.0,23596.0,222.0,1776.0,416.0,220.0,2466.0,335.0,254.0,2617.0,17749.0,1630.0,155.0,5.0,15.0,23.0,0.0,16544.0,581.0,10.0,3.0,3.0,3.0,207.0,14.0,199.625,9.625,207.0,109.0,121.0,43.0,207.0,6.0,5.0,50.0,5.0,16.0,17.0,17.0,22.0,96.0,6.0,2.0,10.0,43.0,11.0,207.0,19.0,110.0,552.0,552.0,156.0,110.0,283.0,10.0,258.0,32.0,1764.0,3530.0,143.0,80.0,18.0,80.0,8174.0,140.0,453.0,38.0,330.0,2440.0,1479.0,34.0,5460.0,43.0,2815.0,13.0,1092.0,204.0,5.0,21.0,37.0,197.0,476.0,2.0,0.0,7.0,78.0,3.0,32.0,4.0,10.0,5.0,8.0,200.0,9624.0,487.0,346.0,15871.0,6.0,41.0,718.0,1554.0,13.0,3810.0,5.0,359.0,223.0,159.0,1730.0,309.0,1765.0,8.0,4.0,10.0,18.0,90.0,2.0,5.0,0.0,5.0,52.0,10067.0,35.0,6.0,5247.0,109.0,197.0,720.0,5056.0,2765.0,7.0,546.0,102.0,64.0,309.0,41.0,22.0,138.0,44.0,53.0,9.0,546.0,64.0,102.0,20.0,1036.0,455.0,916.0,3856.0,1668.0,124.0,100.0,18.0,42.0,7.0,9.0,9.0,14.0,9.0,8.0,7.0,5.0,12.0,6.0,90.0,28.0,1193.0,1813.0,3.0,14.0,2.0,246.0,15.0,8.0,11.0,22.0,1.0,8.0,16.0,5.0,5.0,362.0,6417.0,6.0,8.0,35.0,16.0,5.0,107.0,11.0,34.0,680.0,12735.0,1378.0,4.0,3.0,14.0,1689.0,1562.0,3055.0,1547.0,450.0,16825.5,5754.0,3.0,7.0,2.0,22.0,951.0,1161.0,1450.0,963.0,1160.0,293.0,351.0,466.0,145.0,32428.0,253947.33333333337,2.0,1501.0,23407.0,46.0,5471.0,51.0,4.0,9.0,3260.0,96.0,35948.0,457.0,11138.0
FL-LAR-13,2147.0,329374.5,114.0,174931.0,81.0,2147.0,487599.0,1588.0,141133.0,239.0,96913.0,213.0,503.0,162060.5,724.0,206519.0,7755.0,101556.0,10105.0,50.0,118.0,3105.0,9636.0,357.0,4246.0,237.0,27048.5,11.0,275.0,2681.0,7787.0,42.0,13.0,520.0,9.0,671.0,1.0,2.0,112.0,149.0,36.0,206.0,11.0,432.0,35257.0,1599641.0,118.0,904.0,925.0,782.0,1271.0,1318.0,8093.0,42489.0,2071.0,316092.0,1082.0,32527.5,10768.0,54702.0,16957.0,23.0,3326.0,59.0,9988.0,63.0,258.0,58.0,1012.0,1092.0,15583.0,33.0,6717.0,1023.0,2640.0,29958.0,2911.0,4279.0,3307.0,31385.0,70.0,621.0,112934.5,5229.0,112826.0,4545.0,3774.0,136.0,26.0,485.0,203.0,29521.0,328.0,35.0,131.0,8615.0,406.0,728.0,1546.0,12.0,661.0,978.0,167.0,87887.0,12.0,15623.0,179.0,44667.0,413.0,7.0,6994.0,797.0,11313.0,135.0,9.0,12853.0,74.0,2207.0,3.0,46520.0,107.0,1652.0,3155.0,21.0,368724.0,52011.5,366.0,21435.0,3558.0,1264.0,44.0,1192.0,461.0,2779.0,99.0,1582.0,2014.0,865.0,1469.0,62.0,13663.0,347.0,724.0,12642.0,62.0,127.0,534.0,53.0,2.0,262.0,110.0,369.0,10.0,724.0,82265.0,132.0,7037.0,0.0,53.0,1497.0,38.0,1246.0,41.0,15.0,1951.5,10.0,10.0,3.0,20.0,16.0,9.0,16.0,20.0,31.0,12485.0,12.0,32.0,8.0,36.0,4.0,803.0,35.0,1759.0,2032.5,350.0,2030.0,44.0,28.0,5.0,488.5,14.0,2678.0,9.0,424.0,48.0,1703.0,8.0,912.0,24.0,518.0,15.0,1186.0,96979.0,231.0,6289.0,2.0,13.0,956.0,6.0,24.0,378.0,551.0,8404.0,27.0,203.0,7.0,81.0,40.0,96.0,121.0,536.0,37867.0,13.0,26009.0,686.5,6.0,10967.0,59720.0,4027.0,1739.0,366.0,4195.0,44.0,1045.0,10.0,38.0,19895.0,11.0,38323.0,60.0,130.0,197.0,80910.0,1111.0,8.0,90.0,572649.5,28.0,16177.0,11193.0,9.0,46017.0,64.0,155.0,2255.0,21.0,116.0,287.0,79.0,31.5,79.0,12.0,79.0,34.0,1091.0,186.0,486.0,303155.0,1219.0,386.0,2044.0,94734.0,41096.0,1532.0,11611.0,1425.0,724.0,92.0,29.0,7.0,2.0,23.0,61.0,30.0,0.0,103.0,5667.0,48.0,3.0,13.0,12.0,14.0,113.0,69.0,92.0,30.0,17.0,9.0,7207.0,2424.0,7155.0,131.0,11372.0,630.0,579.0,24626.0,190.0,2970.0,1342.0,13994.0,388.0,6635.0,156.0,12.0,18.0,272.0,5461.0,168.0,1300.0,6984.0,1207.0,2420.0,3235.0,10985.0,1660.0,60.0,1329.0,1886.0,15054.0,873.0,46.0,163.0,1258.0,999.0,1740.0,48367.0,3561.0,347.0,179.0,1650.0,2270.0,15659.0,11169.0,383.0,2270.0,101.0,1823.0,5.0,9.0,198.0,379.0,4.0,99.0,7.0,438.0,46305.0,787.0,2014.0,1252.0,1316.0,684.0,34.0,235.0,180.0,991.0,60.0,942.0,3637.0,24.0,71.0,268.0,13.0,4.0,3900.5,5939.0,50234.0,1242.0,1.0,1047.0,5638.0,620.0,6056.0,4240.0,1850.0,1934.0,27861.0,95.0,137.0,2307.0,1537.0,1123.0,10790.0,7497.0,6112.0,760.0,813.0,5126.0,7181.0,2288.0,1542.0,3.0,2.0,16.0,52.0,3633.0,2041.0,2949.0,29882.0,241.0,1547.0,485.0,402.0,3260.0,2744.0,302.0,1780.0,12318.0,2853.0,263.0,15.0,28.0,24.0,6.0,34805.0,556.0,43.0,13.0,13.0,13.0,311.0,19.0,299.875,23.0,310.0,144.0,170.0,28.0,311.0,11.0,6.0,31.0,6.0,23.0,17.0,34.0,21.0,109.0,6.0,6.0,14.0,28.0,26.0,310.0,28.0,149.0,917.0,917.0,219.0,149.0,277.0,27.0,439.0,30.0,2289.0,2749.0,125.0,102.0,16.0,100.0,12433.0,590.0,573.0,62.0,206.0,2393.0,1636.0,64.0,9193.0,95.0,2703.0,16.0,911.0,310.0,6.0,29.0,63.0,233.0,480.0,5.0,5.0,15.0,77.0,3.0,26.0,6.0,5.0,4.0,8.0,227.0,8704.0,619.0,685.0,15675.0,23.0,79.0,849.0,1619.0,22.0,5916.0,6.0,352.0,230.0,223.0,3059.0,597.0,2941.0,91.0,5.0,3.0,10.0,36.0,2.0,14.0,0.0,3.0,39.0,10459.0,31.0,1.0,3820.0,71.0,451.0,1119.0,2571.0,2806.0,6.0,521.0,233.0,141.0,652.0,43.5,45.0,172.0,49.0,91.0,13.0,521.0,103.0,233.0,40.0,1503.0,593.0,749.0,4606.0,1906.0,105.0,55.0,27.0,21.0,9.0,4.0,10.0,15.0,9.0,15.0,8.0,5.0,23.0,4.0,117.0,32.0,1106.0,1616.0,7.0,36.0,17.0,134.0,8.0,14.0,14.0,12.0,1.0,14.0,19.0,8.0,11.0,407.0,9999.0,4.0,10.0,24.0,11.0,5.0,96.0,11.0,21.0,838.0,10524.0,1334.0,14.0,3.0,8.0,2305.0,1924.0,3219.0,2049.0,352.0,45035.5,13561.0,21.0,74.0,6.0,8.0,1733.0,1106.0,1224.0,1175.0,1043.0,154.0,196.0,759.0,332.0,41879.0,408798.3333333333,5.0,1407.0,15833.0,74.0,4883.0,523.0,3.0,11.0,7419.0,151.0,41265.0,659.0,9642.0
