permutation,seed,vmse
223,101,2.832070252537661
223,202,2.6909727277283597
223,303,1.9357290985262467
223,404,2.1428400366756
223,505,2.3963322463635452
224,101,3.8783786974032832
224,202,3.8524999653399346
224,303,4.241939641589688
224,404,3.013289797116906
224,505,3.7544627395220207
225,101,2.8563415959204383
225,202,3.244454335822658
225,303,3.276696442353615
225,404,2.87797400809753
225,505,3.0342233474386555
226,101,1.4799733602637735
226,202,1.6402407430782433
226,303,1.411690696525585
226,404,1.53061534352049
226,505,1.909600920275013
227,101,3.251526221114079
227,202,3.484632718275807
227,303,3.5749105100646807
227,404,2.6077232450933803
227,505,3.4658242205036442
228,101,5.235319357194617
228,202,3.208910736203511
228,303,4.201823510110495
228,404,3.510646203765649
228,505,3.5862723682436592
229,101,4.439106740229164
229,202,5.5879801611290825
229,303,5.176038064525571
229,404,4.138565558326862
229,505,5.740191799046112
230,101,2.956767476874384
230,202,2.9042936426535504
230,303,2.9489622849277843
230,404,2.9521804211562572
230,505,3.334655462161196
231,101,2.9207596093475843
231,202,2.041963189746037
231,303,2.5782889185790645
231,404,1.899846242539718
231,505,1.9731984671558687
232,101,2.3547494974086343
232,202,1.822019857822723
232,303,3.17039075365904
232,404,2.4266346258821723
232,505,1.642206337261677
233,101,3.2649947749781907
233,202,2.757029443541387
233,303,1.9508716154935297
233,404,2.3189691270826187
233,505,3.0433329505216467
234,101,2.4567249363264003
234,202,1.9704674422333257
234,303,2.9438362652056274
234,404,3.055398102738248
234,505,1.6906221180282417
235,101,3.2173458224231246
235,202,3.109253922505209
235,303,3.5648069350088605
235,404,2.627212964484939
235,505,4.158742714964526
236,101,3.317395001081744
236,202,3.222518160996762
236,303,3.2451542792258343
236,404,2.7320143681029503
236,505,3.500531870350306
237,101,2.546381037245019
237,202,2.053297025028316
237,303,2.8940642130512
237,404,1.73077470083874
237,505,1.812283190815854
238,101,3.0858343791442433
238,202,3.175360966038303
238,303,2.789829043761191
238,404,2.5719183984756517
238,505,2.864278939446233
239,101,4.366777200391491
239,202,6.317533876747804
239,303,3.6123478524562294
239,404,3.7273089752300765
239,505,4.218873753390173
240,101,2.7322762433987173
240,202,2.227877362149727
240,303,1.8566337317474715
240,404,1.9627039123486587
240,505,2.358430142517248
241,101,4.533549241938677
241,202,6.462072332428945
241,303,5.190196649129784
241,404,4.27175859167561
241,505,4.76020153141355
242,101,3.091441255498947
242,202,2.8040605860352708
242,303,2.9244464591774233
242,404,2.9982488163584207
242,505,3.2798295362946464
243,101,2.0164614462568826
243,202,2.637004558683538
243,303,2.976830550003316
243,404,2.0829796054351593
243,505,2.094086720206846
244,101,3.129998120610737
244,202,2.835837347322459
244,303,3.076770550533821
244,404,3.338469269169235
244,505,3.804810244509999
245,101,4.375961841259381
245,202,4.034733907783366
245,303,2.944761598295024
245,404,2.9039692714280596
245,505,4.127517188247794
246,101,5.036124722112387
246,202,5.510951484849679
246,303,4.120217526053056
246,404,3.7553526890566147
246,505,5.243025942662523
247,101,4.421992485132607
247,202,4.242112279440328
247,303,3.70518971676162
247,404,2.9054465927811775
247,505,3.1662177140181718
248,101,3.019290970980325
248,202,2.8426938629696585
248,303,2.5506905435264264
248,404,2.2959953946964933
248,505,2.0535426782383324
249,101,2.146140732655021
249,202,1.7421813821133136
249,303,2.1631901092296903
249,404,1.9501777190372307
249,505,2.610334109417798
250,101,1.4952913188577501
250,202,1.473145469177247
250,303,1.4437459518133755
250,404,1.3684171120328765
250,505,1.8426155600258802
251,101,2.789019009737214
251,202,2.6099485686777295
251,303,3.0806757092675943
251,404,3.3131797563162686
251,505,3.136555457608731
252,101,2.490175301748685
252,202,2.812237604506564
252,303,2.1972102118321657
252,404,2.3083196088203892
252,505,2.3966247803026586
253,101,3.4510695537419425
253,202,3.7339662475610362
253,303,2.9787387750069945
253,404,3.2829739664333224
253,505,3.1488338457302287
254,101,4.146292992814919
254,202,6.167015622593992
254,303,4.060941608229225
254,404,3.9738538738265357
254,505,5.467550068208944
255,101,3.81582881534137
255,202,3.35360835103039
255,303,3.6126368871053507
255,404,3.38470432373138
255,505,3.7345343161052864
256,101,3.646008450204239
256,202,4.184757326272543
256,303,3.032624826069466
256,404,3.0104143627916944
256,505,3.8252062302578307
257,101,1.267663235741024
257,202,1.2849139766977051
257,303,1.2936224741611975
257,404,1.4367310123514583
257,505,1.5153812623346845
258,101,2.4370924175584077
258,202,1.7468746355012112
258,303,2.1626016230137872
258,404,2.053068110766902
258,505,1.6525988093493948
259,101,3.028968850231508
259,202,3.0459825293947915
259,303,2.0652381038851804
259,404,2.143837651547383
259,505,2.0005993701343514
260,101,2.610152312669595
260,202,2.6957192831633248
260,303,1.7346594234283361
260,404,2.863706924547452
260,505,2.9922355010657538
261,101,6.305470868805845
261,202,5.448219386919856
261,303,4.942436882378009
261,404,5.686834720933786
261,505,5.167688943523178
262,101,1.7617480269905308
262,202,2.3509354191126444
262,303,2.071138303390014
262,404,1.9512574517036778
262,505,1.6990463436568113
263,101,1.8858990864123664
263,202,2.200707152046635
263,303,2.6157193176454814
263,404,2.35876289484702
263,505,2.2930407801203576
264,101,4.662000380019952
264,202,4.716764597565241
264,303,5.084247158912656
264,404,3.923556668802055
264,505,3.9360318366774
265,101,2.413493347605501
265,202,2.3821901633852978
265,303,2.367446927565245
265,404,2.124073181384545
265,505,2.7572129459077535
266,101,3.930399041495157
266,202,3.2306189472370814
266,303,4.070279558492626
266,404,3.237679733821369
266,505,4.163600603241618
267,101,3.3705258310245036
267,202,2.9489074160204742
267,303,3.356827914909065
267,404,3.542219370683525
267,505,3.6089281959643498
268,101,3.796104810759568
268,202,4.40078226252869
268,303,3.91868232660684
268,404,3.612652256624148
268,505,3.980280696012582
269,101,2.53068649883775
269,202,2.747369158194976
269,303,2.1719613431634195
269,404,1.9755304205480724
269,505,2.288948001900489
270,101,2.7528682927422587
270,202,2.649719892416759
270,303,2.197669053429621
270,404,2.6028983622150714
270,505,2.0478413484305045
271,101,5.857070913076744
271,202,4.176370546545204
271,303,5.405073741826613
271,404,3.7723607805156933
271,505,4.313650389635098
272,101,1.9383106802351229
272,202,2.058878683129173
272,303,2.485583426882398
272,404,2.080682519759554
272,505,2.183437065226344
273,101,4.5917886685010405
273,202,5.113826195195023
273,303,3.343129818239453
273,404,3.745198036625853
273,505,4.877930098455866
274,101,2.1573200518239632
274,202,2.308176083123088
274,303,1.9118610608078344
274,404,1.8379166698310074
274,505,2.212460399286278
275,101,1.6826398608289863
275,202,1.5472068757461308
275,303,1.7415949231516623
275,404,1.7893945364034514
275,505,1.7674542494326728
276,101,2.5220049060289202
276,202,2.605735934302834
276,303,3.137093466572064
276,404,2.483424454786753
276,505,2.6325830435493036
277,101,3.1723066989091087
277,202,3.2824334345758466
277,303,2.605416696630508
277,404,2.67473591978692
277,505,2.964869398841938
278,101,2.5717790054480236
278,202,2.9612461555709633
278,303,2.008572513164011
278,404,2.457056159312728
278,505,3.2648528089426176
279,101,2.567002289154412
279,202,2.385394375396383
279,303,2.504915278419666
279,404,2.1129741283210888
279,505,3.034432195450908
280,101,2.749947821075523
280,202,3.333450668526643
280,303,2.5766490606652797
280,404,2.2998107653974036
280,505,2.872574562362839
281,101,2.0627434073072197
281,202,2.417638511728959
281,303,2.239957790081335
281,404,2.2795864791598066
281,505,2.227112113300718
282,101,2.0441614664035055
282,202,1.7545614312603288
282,303,1.6233383112037028
282,404,1.6618341418019165
282,505,1.5908294469047366
283,101,3.4629463480036495
283,202,3.314025147375744
283,303,2.893412791675391
283,404,2.719542525668233
283,505,3.054925496850488
284,101,3.241563286978135
284,202,3.5804693493668416
284,303,3.2667853241693434
284,404,3.1090087385540937
284,505,3.2943242966779676
285,101,2.930005700341069
285,202,2.6021443023136452
285,303,2.884790073607533
285,404,2.7788930803517746
285,505,2.7356356278824836
286,101,4.2510277964736165
286,202,3.579589771244667
286,303,4.392710408568837
286,404,3.757757804615428
286,505,5.044956945124181
287,101,1.7980127428323627
287,202,2.011457967886091
287,303,1.9376880731295012
287,404,2.5238647913401877
287,505,2.004560250786943
288,101,3.893197293776798
288,202,3.3833004739493986
288,303,4.908550162482232
288,404,3.176734039318316
288,505,3.5222557501553924
289,101,3.2480109746616455
289,202,3.0518569313155957
289,303,2.7199226916084
289,404,3.1606462618886346
289,505,2.7964299788928093
290,101,4.854522967104291
290,202,5.382161816465054
290,303,4.9385910261209345
290,404,3.1016263405812747
290,505,3.5331336688083628
291,101,2.6043080650140067
291,202,2.667488020024166
291,303,3.0599180134111923
291,404,2.4700935659127286
291,505,2.430890030866541
292,101,3.660190240302565
292,202,3.430218737227883
292,303,4.046806051888614
292,404,3.877172571544994
292,505,3.72851487144363
293,101,3.41564166545002
293,202,2.7153852559100633
293,303,2.300424470567892
293,404,2.8471362257593396
293,505,2.6513715994490443
294,101,4.477806016339223
294,202,4.585992017397507
294,303,3.3539963146497893
294,404,3.5503073853655343
294,505,3.9261907961924862
295,101,2.0160461147223527
295,202,2.214227461196338
295,303,2.0632627042874754
295,404,1.730454822451886
295,505,2.3353226697769363
296,101,2.62615910434785
296,202,2.5111781506639765
296,303,2.8711476848870525
296,404,2.35046229479502
296,505,2.520939716635249
297,101,2.995720752777766
297,202,2.604568197240053
297,303,2.8456572672036025
297,404,3.1175421044702287
297,505,2.6631659187801375
298,101,5.957843839474438
298,202,5.5648193178174825
298,303,6.848802441528192
298,404,4.159240387509631
298,505,4.874067158906778
299,101,1.2969182858861779
299,202,1.4095050115449044
299,303,1.275415900018186
299,404,1.2659222814783542
299,505,1.2086812172881207
300,101,2.026230343681749
300,202,2.1294811976313137
300,303,2.6229896197655935
300,404,1.8943990986456225
300,505,2.0523180502397036
301,101,3.8440864228336156
301,202,3.5606991200686786
301,303,4.3990226671783486
301,404,2.8259091586950826
301,505,3.75441030295554
302,101,2.2816658719961236
302,202,2.2426622659239603
302,303,2.9483655605052785
302,404,1.9889321136197546
302,505,2.3117335481383265
303,101,2.6374317628491983
303,202,2.3593435545246804
303,303,2.7448479920708775
303,404,2.346031935326205
303,505,2.7906155308314697
304,101,2.538699588060743
304,202,2.409225993263358
304,303,2.3596054173651235
304,404,2.2893410824241953
304,505,2.245303682286858
305,101,2.755383807836207
305,202,3.0720486502310695
305,303,3.1244506694459124
305,404,2.5409565868414967
305,505,2.6298993672251574
306,101,3.8205162965154287
306,202,5.991854247486656
306,303,3.4525115411999767
306,404,3.4506604633776954
306,505,5.566145676800805
307,101,4.056239177352969
307,202,5.006762031191237
307,303,3.1004642061899608
307,404,3.6311148289585264
307,505,4.975482711503101
308,101,3.836507521137318
308,202,4.075730738419003
308,303,4.593485704965613
308,404,2.244902320800507
308,505,2.1383029467433534
309,101,3.6074212137228097
309,202,5.696577096599906
309,303,4.162768432696983
309,404,3.486816021268473
309,505,5.155479731795838
310,101,2.8185736157120833
310,202,3.287682002253067
310,303,2.487158313195121
310,404,2.6345131279594343
310,505,3.00847553505805
311,101,3.1183741485566707
311,202,2.841517229874625
311,303,3.206102017602012
311,404,3.0535033167012835
311,505,2.6031983273519845
312,101,5.254294542735967
312,202,4.885492723140981
312,303,6.586562944196087
312,404,4.177510135314519
312,505,4.6772758825839835
313,101,2.5895649606196596
313,202,2.381501423968193
313,303,2.7825225880063846
313,404,2.7801200533090746
313,505,2.229761096438329
314,101,2.862851223268086
314,202,2.8780894512440174
314,303,2.801765267232874
314,404,2.2588378544587067
314,505,2.4299724867118053
315,101,2.928839947361551
315,202,3.1511214237846548
315,303,2.687998211213198
315,404,3.2709784849036865
315,505,4.137093855157158
316,101,2.0189063381772083
316,202,2.7048852382968414
316,303,2.693449496387423
316,404,1.7822675778672479
316,505,1.6571076983580246
317,101,5.434785040172233
317,202,4.020956477190075
317,303,3.9530371606780452
317,404,3.028433875935697
317,505,3.7880885877810138
318,101,3.4158758704203858
318,202,2.6183211957761103
318,303,3.724115845917625
318,404,3.0258319792634834
318,505,2.4605538403559057
319,101,2.1932809820080554
319,202,2.2288245500675377
319,303,2.0093483505519614
319,404,2.2101605840312164
319,505,2.001416585046769
320,101,3.0692992694381562
320,202,5.007271358367422
320,303,2.708607691605199
320,404,2.937371777103483
320,505,3.8656422748436956
321,101,1.6981815769948783
321,202,1.6465071557337627
321,303,1.5543042234338476
321,404,1.6683272125711057
321,505,1.8384936105231613
322,101,3.705664793182253
322,202,3.7974851541042827
322,303,2.5549811366765005
322,404,2.9418038665962443
322,505,3.873483385744663
323,101,1.569442383854729
323,202,1.4948292836738528
323,303,1.5271285866568343
323,404,1.3847529845745155
323,505,1.3936107861576355
324,101,1.466403068258382
324,202,2.387932417930214
324,303,2.552035457701319
324,404,1.845818985224115
324,505,1.978654942211007
325,101,2.4954189604974437
325,202,2.3338321793375973
325,303,2.4048446118374924
325,404,1.8954026892223874
325,505,2.397178864225128
326,101,3.57456434402506
326,202,3.9993096744886154
326,303,4.292433647952137
326,404,3.3698963041735177
326,505,3.073489640661556
327,101,3.217095075500195
327,202,2.9078486694495322
327,303,4.471983109013476
327,404,3.227176839572419
327,505,2.8917629589270906
328,101,5.236949900172487
328,202,6.06160885093217
328,303,4.046224191243047
328,404,4.305883406676529
328,505,5.883704260735028
329,101,3.6676686454607315
329,202,3.0579717020465225
329,303,3.02810071222899
329,404,2.5641299296310973
329,505,2.9961180018664564
330,101,6.345674976396356
330,202,5.978581521661951
330,303,6.430018643449702
330,404,3.7587060293495895
330,505,4.121447690231227
331,101,2.2055661895033816
331,202,2.8241064822667172
331,303,2.84507998729958
331,404,2.5615381998187514
331,505,2.8235046949385323
332,101,2.202544022431148
332,202,2.0894410229686304
332,303,2.3065798238202557
332,404,1.8540007734036021
332,505,2.151530604126622
333,101,3.7650283410701197
333,202,2.9573924404236624
333,303,2.9933024599325413
333,404,3.1125208590664655
333,505,3.826713521630755
334,101,1.9103600945662886
334,202,1.618030656819615
334,303,2.1801440385031654
334,404,1.759494657137387
334,505,1.6480891973761063
335,101,1.064376333955519
335,202,1.368949300572578
335,303,1.6221895699758704
335,404,1.4000039590140443
335,505,1.4309506410682113
336,101,4.959910230369123
336,202,5.389813153551994
336,303,4.746998038757377
336,404,4.1342212884109415
336,505,5.641896131754174
337,101,1.8175544122924743
337,202,1.7360814928782193
337,303,1.5544450210922767
337,404,2.1893774119272966
337,505,1.4893498488281585
338,101,2.433321678428682
338,202,2.41848869641042
338,303,2.833746396675188
338,404,2.8274768258595824
338,505,2.5012638302112973
339,101,4.567471956108074
339,202,3.838370464093231
339,303,5.156988098456492
339,404,3.6648952293881063
339,505,3.9738830964467664
340,101,4.180704190831867
340,202,4.155535064230006
340,303,3.44292700760428
340,404,3.8197604407463595
340,505,3.7155198648069208
341,101,4.1588882153778535
341,202,5.5683057133331495
341,303,4.20641586956756
341,404,3.5068829204495606
341,505,4.847581605854703
342,101,2.2971068435117146
342,202,1.928775230566399
342,303,2.583121293209162
342,404,2.3335571750083113
342,505,1.8832062075162115
343,101,3.0767390703385016
343,202,1.3061782892408091
343,303,2.845716835224287
343,404,2.674454181907455
343,505,1.2916068510864431
344,101,3.244870518801479
344,202,4.045035826011414
344,303,3.7546910243696505
344,404,3.230652834554057
344,505,4.400541272259417
345,101,4.777236519536844
345,202,6.033063037734849
345,303,5.084300143200806
345,404,4.062473351714423
345,505,4.7476749952605015
346,101,1.9721380394511085
346,202,2.5996462934659843
346,303,2.0671987706754504
346,404,2.1840563219013855
346,505,2.0012339717368883
347,101,4.847843761402128
347,202,5.739969094141486
347,303,3.152919455191707
347,404,3.3246482018191323
347,505,4.983668055405861
348,101,2.466857136403286
348,202,3.1197468452495136
348,303,2.62355721796298
348,404,2.712859648951261
348,505,3.2617387282268546
349,101,1.0129562686836868
349,202,1.1715271892813601
349,303,1.4095378073755616
349,404,1.4417471470033512
349,505,1.2103330329164506
350,101,2.997159188795961
350,202,3.0346951285284307
350,303,3.4109627642836156
350,404,2.754173349173825
350,505,2.701926882138817
351,101,2.9718558351337356
351,202,2.4791105169287877
351,303,2.780665984599836
351,404,2.157954216747789
351,505,2.343759116205026
352,101,3.8385083886688616
352,202,3.9964917269751417
352,303,3.9584885243641943
352,404,3.388054390535266
352,505,3.316414345121909
353,101,4.110530299512406
353,202,3.5115701358568456
353,303,3.7014811338855385
353,404,3.176319242021763
353,505,3.7917124157217525
354,101,1.5940257373234894
354,202,2.2127406250832773
354,303,2.7478375568670055
354,404,1.8646192661971819
354,505,1.9090755186976642
355,101,1.7469807417403174
355,202,1.809042067995749
355,303,1.846606086936284
355,404,1.763465618611932
355,505,1.8499983014665082
356,101,2.0202982229965896
356,202,1.9332011833129827
356,303,1.945328998845398
356,404,1.5322408211184637
356,505,2.048513575243922
357,101,4.411723862759867
357,202,3.1825944175225604
357,303,3.7272629717492816
357,404,3.923992588054289
357,505,4.110900655403867
358,101,2.956294321114895
358,202,3.0943148705766625
358,303,2.4849244574945044
358,404,2.2614919573573036
358,505,3.161897034574351
359,101,2.7708039691753203
359,202,2.52286644562407
359,303,2.909425258157022
359,404,2.2640288683407688
359,505,2.2437434536118395
360,101,2.7987214861748555
360,202,3.5220282992185776
360,303,2.5624326506447055
360,404,2.698512702723179
360,505,3.013064422131812
361,101,5.486443020287442
361,202,4.426290884648136
361,303,4.427292586838053
361,404,4.0123354917148655
361,505,5.676963414610163
362,101,5.056794419889666
362,202,4.63838526871067
362,303,4.894943504737492
362,404,3.678676604010654
362,505,4.043135568672636
363,101,2.720103350348433
363,202,2.786354459975807
363,303,2.591310842849897
363,404,2.7825119149657893
363,505,3.2042733397815844
364,101,4.543884230405498
364,202,6.4582317253730315
364,303,4.198335215554424
364,404,4.421819390227478
364,505,6.048160370138746
365,101,5.126975506781756
365,202,3.9825562735787177
365,303,4.32026363612329
365,404,3.356153169207791
365,505,3.1292126961414755
366,101,4.324458913023729
366,202,5.794254846102692
366,303,3.9521310078720493
366,404,3.613072780898599
366,505,4.585376361518775
367,101,1.903381179544752
367,202,1.7689069149992618
367,303,1.959841868645077
367,404,1.5333467878511284
367,505,1.3600548350809096
368,101,3.0088870499054305
368,202,3.5732180512460285
368,303,4.116057650144082
368,404,4.168263763419152
368,505,3.5789964846419653
369,101,4.285125895626714
369,202,4.039736813106369
369,303,2.7283813642845174
369,404,2.5776886386472486
369,505,4.281486695199673
370,101,2.545171288142581
370,202,2.7762945118700335
370,303,4.314078647167868
370,404,2.2498607395175347
370,505,2.039223346318872
371,101,2.8944859439055155
371,202,2.7535976908401647
371,303,3.057444999686589
371,404,2.5921219382966716
371,505,3.088431414884665
372,101,3.285095439781083
372,202,3.5086546453499605
372,303,3.256076048884774
372,404,2.6153757957972097
372,505,2.730762808741989
373,101,1.296396970371204
373,202,1.2775705538346207
373,303,1.5856158037709225
373,404,1.64718038808854
373,505,1.8582971450501309
374,101,2.0896449172619764
374,202,1.476305585250692
374,303,1.7669257260436073
374,404,1.9485191119252774
374,505,1.565108678186237
375,101,3.7294031005412998
375,202,3.1883046298735938
375,303,4.2193292729388325
375,404,2.677257635164721
375,505,3.341229111930609
376,101,2.5772333027210603
376,202,2.7670070805103015
376,303,3.959271369037765
376,404,2.966747622889338
376,505,2.8254948538822706
377,101,2.6137852704181674
377,202,2.636208298853198
377,303,3.7482063662855487
377,404,2.372115422747532
377,505,2.46807149365448
378,101,3.8245391996789047
378,202,4.260181952755217
378,303,2.7321212368381933
378,404,2.9304761568393967
378,505,4.733908949908258
379,101,2.1824546401803055
379,202,2.0614173333155974
379,303,3.0672313364897184
379,404,2.1424340511944147
379,505,2.035403136540891
380,101,2.982350059617458
380,202,3.5931304132136646
380,303,3.234168560504878
380,404,3.072921556896458
380,505,2.848307157468801
381,101,2.772438546653744
381,202,2.584637869099126
381,303,2.627002722076073
381,404,2.6015043652800305
381,505,2.524119840362796
382,101,3.0280935964008653
382,202,4.846629639960167
382,303,3.3087276246954733
382,404,2.73562326526272
382,505,3.4716729047499553
383,101,2.8368027370403035
383,202,1.722259831468837
383,303,1.5852553961527198
383,404,1.9104566285674243
383,505,1.6846258791840323
384,101,1.7800197808188163
384,202,1.8138190594031753
384,303,1.9551080689885576
384,404,1.6686540081935963
384,505,1.6936248384792147
385,101,1.752880805246521
385,202,2.3628607696962423
385,303,1.789447627061043
385,404,1.8767055764870757
385,505,1.9590913749918757
386,101,3.614668227357757
386,202,4.0275210145300235
386,303,3.4701267912802667
386,404,3.0264625339802516
386,505,4.430791453494911
387,101,3.9536293216183194
387,202,4.225891821596694
387,303,3.9443981665906773
387,404,3.388826845020524
387,505,4.482610025572381
388,101,3.253014814887407
388,202,3.5246368386815377
388,303,3.0840640428970385
388,404,2.8720962623285557
388,505,3.5161730304315375
389,101,5.82289993783793
389,202,5.386531604683592
389,303,5.210588340027361
389,404,4.923863661423486
389,505,6.236336289237377
390,101,2.993354895285801
390,202,3.0353791713390135
390,303,2.441300714302706
390,404,2.3029165916131356
390,505,2.455492058807853
391,101,3.3718627348756964
391,202,3.3568841702808125
391,303,3.458510856875215
391,404,3.014058014406538
391,505,2.837807209759689
392,101,3.7019682330807218
392,202,4.232446454348241
392,303,2.4383192530622737
392,404,2.9849791030033233
392,505,3.611871100264496
393,101,3.316336825226349
393,202,4.4477836436768925
393,303,3.06462429075144
393,404,3.175382779815424
393,505,4.694216201397579
394,101,2.566026102713562
394,202,2.4893761899961957
394,303,2.586936600350205
394,404,2.1157601168771865
394,505,2.901412350217241
395,101,2.0702170147446743
395,202,2.083010480285798
395,303,1.9774734393629134
395,404,2.1538728867768655
395,505,2.3365243323280804
396,101,2.4530816395518933
396,202,2.4481920064546907
396,303,2.627368457683182
396,404,2.511248604160705
396,505,2.616039529650579
397,101,3.1996262822093566
397,202,2.5543998178137928
397,303,4.85643184116007
397,404,2.6353874568929174
397,505,2.3858175613926575
398,101,2.2183335465408756
398,202,2.3068505722443384
398,303,2.492573994664249
398,404,1.897190762167884
398,505,1.9680575039234516
399,101,3.677489920755221
399,202,4.2556765253011735
399,303,3.949915272100471
399,404,3.339332018487522
399,505,3.563565459944713
400,101,2.3720211572302228
400,202,2.4816340582009455
400,303,2.16568550208672
400,404,2.4590810697700345
400,505,2.375998095767776
401,101,1.8379139384436662
401,202,1.9882007000974318
401,303,2.0418486429331093
401,404,2.2745918369428173
401,505,2.110522381288763
402,101,2.88593525977425
402,202,3.117622937611648
402,303,3.5243646610325254
402,404,2.0613498221143627
402,505,2.443713189361695
403,101,6.172440708021799
403,202,5.789795343686513
403,303,5.692130172653786
403,404,3.769767665936614
403,505,5.987953623261421
404,101,1.992585923786442
404,202,1.7363628791728514
404,303,2.109024554992355
404,404,1.6532507798335605
404,505,1.9040391085633352
405,101,2.838564476310989
405,202,2.677286770071435
405,303,3.0002860914624194
405,404,3.0984469321977435
405,505,2.5865711562339144
406,101,2.604605554988035
406,202,2.9622943811691798
406,303,2.751413868216493
406,404,2.620430125727863
406,505,3.2684021794182283
407,101,3.4185915296564233
407,202,3.8255008604224887
407,303,4.17894233409294
407,404,3.873452813164979
407,505,3.3610193737489027
408,101,2.572292748130782
408,202,2.680779780088925
408,303,1.563461318616159
408,404,1.645541621699549
408,505,1.4225369888441857
409,101,3.612186090716257
409,202,3.305779281190806
409,303,3.213401902878317
409,404,3.2395235632441217
409,505,2.840770211806669
410,101,4.756658793571809
410,202,3.595618716696835
410,303,3.7279298538403416
410,404,2.7482797269580326
410,505,2.636511690930195
411,101,4.982391457762959
411,202,6.128298660578697
411,303,3.928929180448247
411,404,3.9176827194408737
411,505,5.554592597241719
412,101,3.098142421151797
412,202,3.752368343766126
412,303,3.016451662514029
412,404,2.653774918517085
412,505,3.0543662963615232
413,101,2.8036590841293627
413,202,2.079288428744744
413,303,1.878796385476549
413,404,1.4658101088723605
413,505,1.7866949945718988
414,101,3.7232005886596315
414,202,2.9927191096090073
414,303,2.7912945737905703
414,404,2.49666504830309
414,505,3.1138402567795365
415,101,3.771960348210852
415,202,3.517113547110691
415,303,3.659222041270073
415,404,3.8681885311073763
415,505,4.4009035595103265
416,101,3.1822787944275355
416,202,3.866469545798827
416,303,3.8404915452042636
416,404,3.259953421694833
416,505,3.7463165194896257
417,101,3.4949176858019997
417,202,3.3775372903906233
417,303,3.7604220481156116
417,404,3.8900853180113395
417,505,3.3223782027522812
418,101,3.08975194092944
418,202,3.588066641807737
418,303,2.819726088210175
418,404,2.6042479639996143
418,505,3.128956811212142
419,101,3.895584698306823
419,202,2.546083093481673
419,303,2.647932455458126
419,404,2.426068780778073
419,505,3.2025939975502613
420,101,1.4538444821572885
420,202,1.7748779538684083
420,303,2.3340294116827556
420,404,1.6630262587322457
420,505,1.753503028525393
421,101,1.7085041774271854
421,202,1.4616078915909554
421,303,1.0970099963856692
421,404,1.1607557522529088
421,505,1.6288469509503434
422,101,3.3804544624512496
422,202,3.030023637908462
422,303,2.307207191245445
422,404,2.1551538267109676
422,505,3.714961931384722
423,101,7.232311562897333
423,202,5.673343574484477
423,303,5.059937078608631
423,404,4.482008057464283
423,505,6.029497670432834
424,101,1.6605284160501057
424,202,1.6790505654058712
424,303,1.548907915957103
424,404,1.5402005288373084
424,505,1.7389696503182956
425,101,4.062208469099621
425,202,3.926325938224914
425,303,4.098183704551758
425,404,2.937707840113859
425,505,3.3501858168321834
426,101,2.365725402721902
426,202,2.2779570586812263
426,303,1.8672135917868202
426,404,1.7507227993735794
426,505,2.39894863462248
427,101,4.358743961617806
427,202,4.469237889217287
427,303,3.915918711888784
427,404,3.720836028581925
427,505,3.981858478211667
428,101,4.256131844651806
428,202,3.4597499931662443
428,303,5.040937003600362
428,404,3.724327993556391
428,505,3.4547899308403625
429,101,2.2411198730150077
429,202,2.7569366159912803
429,303,2.46929817768112
429,404,2.2523718153885635
429,505,1.6887157022933654
430,101,3.1855966541552925
430,202,2.863356183009429
430,303,2.8874147788931177
430,404,2.8916648367605813
430,505,3.0419911370309745
431,101,2.309434777849639
431,202,1.4658746867475108
431,303,1.5865228191007459
431,404,1.6731724379132549
431,505,1.3122180886917734
432,101,2.7013978615851224
432,202,2.9548310526729957
432,303,1.8784278601943325
432,404,2.1018515606128556
432,505,2.1499499756417064
433,101,2.8177186609823335
433,202,2.928283607688
433,303,3.0608973289614294
433,404,2.561986800899601
433,505,2.646725902521316
434,101,2.1162902970707376
434,202,2.174904372505129
434,303,2.1450820692516026
434,404,2.0436247707297577
434,505,2.0008666909338126
435,101,2.7091899509751745
435,202,2.884371446074286
435,303,3.833771721940503
435,404,2.3207074185235017
435,505,2.376403717749675
436,101,1.7169277135686092
436,202,2.133431418288565
436,303,3.0552790645625354
436,404,2.136860958342283
436,505,1.9736844851868574
437,101,2.6243380638093385
437,202,3.0426744301941517
437,303,3.7647106168402678
437,404,2.927356937240253
437,505,2.23511497872277
438,101,4.421801968389541
438,202,4.412975170049278
438,303,3.9632527753946363
438,404,3.7328291865106156
438,505,4.373739765758771
439,101,4.573912771425124
439,202,5.214372784942466
439,303,5.389354860914321
439,404,3.205389681521746
439,505,3.8844804119385636
440,101,4.298089292975769
440,202,4.40741808677323
440,303,4.900834809888522
440,404,3.286996083000231
440,505,3.1591931941360984
441,101,4.639267006413448
441,202,3.9996882437759655
441,303,3.725311616002907
441,404,4.7604077454836125
441,505,3.738930379172276
442,101,3.8273925857894304
442,202,4.860513752273771
442,303,2.993722056007646
442,404,2.8464321415695357
442,505,4.482383764236739
443,101,1.6545152562356016
443,202,2.2037372591497664
443,303,3.975589633422617
443,404,1.7719557730232829
443,505,1.3651878064258576
444,101,1.9236541436990757
444,202,2.323558562588659
444,303,1.8666604561779445
444,404,1.4927204063348003
444,505,1.3777582544640739
445,101,3.0215202930908074
445,202,3.0959886520258193
445,303,3.8491856771998565
445,404,2.4655082476571835
445,505,2.406582975729249
446,101,1.7327391453549057
446,202,1.4320143383971269
446,303,1.5575363745058208
