permutation,seed,vmse
81,505,3.198704509978412
82,101,4.4555127059922714
82,202,4.630305423251997
82,303,4.694122609315269
82,404,3.44742787021909
82,505,4.418550077959313
83,101,5.496836619428852
83,202,5.841569643798561
83,303,4.174559564469183
83,404,4.488118504941478
83,505,5.811984591897012
84,101,2.847408323601684
84,202,3.036446817137348
84,303,2.949373382152101
84,404,3.653109803413255
84,505,3.0426135877593676
85,101,5.781232822619807
85,202,6.445478388705221
85,303,5.631706339722008
85,404,4.632414612554431
85,505,4.9925741769789385
86,101,1.2170674407884636
86,202,1.5747985050000803
86,303,1.647289690329925
86,404,1.3566973668419449
86,505,1.3057877732171876
87,101,2.3714827560542684
87,202,1.9881559155620703
87,303,1.6735908132958832
87,404,1.8619610282291523
87,505,2.0290888096606103
88,101,3.4623516979521187
88,202,3.1213992238539023
88,303,4.267755146857127
88,404,2.1760182145193814
88,505,3.8390256254142656
89,101,1.364366506369602
89,202,1.7374807584562033
89,303,1.6153425257797325
89,404,1.388637677010105
89,505,1.4866526527829427
90,101,2.9059191684253296
90,202,2.614375311074108
90,303,3.2702011123547767
90,404,2.7887288836193154
90,505,2.843312734190121
91,101,5.648023940679702
91,202,6.035125548963787
91,303,6.477927374657799
91,404,4.191767918938281
91,505,4.973383734415499
92,101,1.8561222970738673
92,202,1.9385906016468606
92,303,2.62266433775836
92,404,1.998413772174377
92,505,2.205522757242751
93,101,4.405742506501119
93,202,4.024626476200336
93,303,3.735692732474267
93,404,3.617646023211236
93,505,4.11459649575472
94,101,3.129490910403922
94,202,3.1830353523364767
94,303,2.3842965105789196
94,404,2.5898907783532703
94,505,2.9643160152935115
95,101,2.916558268532636
95,202,3.0479815527462772
95,303,2.9573766182746977
95,404,3.4531184933527275
95,505,2.8987695350436042
96,101,3.1840309810957312
96,202,4.886267944621176
96,303,2.7891375458681624
96,404,2.2093513488042174
96,505,3.346276604358172
97,101,1.7751675925534056
97,202,1.870621032116229
97,303,1.627757092218533
97,404,1.7789832561782322
97,505,2.2776357271608436
98,101,2.4999564822005595
98,202,1.620738522620064
98,303,1.6927011971516037
98,404,2.327172449588694
98,505,2.1016041520210846
99,101,4.784218484882886
99,202,5.5718226680696
99,303,4.798535277003726
99,404,4.867343675911663
99,505,5.302249082533244
100,101,4.854198306299268
100,202,6.776658911085931
100,303,4.373904160659488
100,404,4.1106566385608545
100,505,4.913071605336589
101,101,2.6718263430242617
101,202,2.2300959581638082
101,303,2.1140596234363387
101,404,2.62459443364407
101,505,2.946745496134777
102,101,3.666721194948605
102,202,3.658016735310366
102,303,3.2627371801098257
102,404,2.493302754754662
102,505,2.9253816805599113
103,101,3.945213638906374
103,202,3.178139140062724
103,303,5.781397264793906
103,404,2.8035176908845783
103,505,2.667598224101921
104,101,3.8815864066521093
104,202,4.88827139424481
104,303,3.891655889990062
104,404,3.1936355981394957
104,505,3.4858124573786293
105,101,1.9461716655169903
105,202,2.208195338420783
105,303,1.9024699244628305
105,404,1.4483250398333323
105,505,1.324615450067333
106,101,1.7397259051858858
106,202,1.9889816639703293
106,303,2.1918206734123404
106,404,1.7760048994121476
106,505,1.9677591757796715
107,101,3.8413639284981453
107,202,3.548135970843434
107,303,4.730720976886618
107,404,2.4912330559070575
107,505,2.232036299572913
108,101,2.785110072565515
108,202,2.7230620988082896
108,303,3.12300490444826
108,404,2.915683087036145
108,505,2.7529426007687143
109,101,3.514551682112327
109,202,3.771539964907983
109,303,4.489261305047332
