permutation,vmse,vmse_std_across_seeds,n_seeds
59,4.384416972646438,1.6673031543089043,5
60,3.0071178933529357,0.6289356449757512,5
61,1.4272775536636624,0.16850292713719536,5
62,1.8744645082529257,0.4785411828334265,5
63,2.1828275086496185,0.12180437371955306,5
64,4.2938716573744395,0.7835468730858559,5
65,1.9344734360007387,0.10707881021783307,5
66,2.800970075729906,0.5791076068573378,5
67,1.6291025767568734,0.1857411968951971,5
68,3.3865209914791192,0.39968465327521396,5
69,1.9666087089944049,0.08748064883963555,5
70,2.9980605516925776,0.37840294546028896,5
71,2.6292595562146763,0.41340701992828865,5
72,2.072582525325184,0.14570238673062846,5
73,2.132426699640113,0.33369835997954933,5
74,1.7022611352689623,0.19679210942519723,5
75,2.4599443484061028,0.39035806127912237,5
76,2.8298752083870897,0.2005903479403097,5
77,1.8173358049866373,0.28610506280769826,5
78,3.512408663860459,0.2559076323418797,5
79,2.112287554788273,0.1861870493046044,5
80,4.721941218942623,0.6903573372028626,5
81,3.1530518363551767,0.3357313829151503,5
82,4.329183737347588,0.45283405577841573,5
83,5.162613784907017,0.6965003132275832,5
84,3.105790382812751,0.2826962866109468,5
85,5.496681268116081,0.6325342906785983,5
86,1.4203281552355205,0.16361902196921707,5
87,1.9848558645603969,0.22953730412752074,5
88,3.373309981719359,0.7101856443470762,5
89,1.5184960240797172,0.14068877539464197,5
90,2.88450744193273,0.21589811195832123,5
91,5.465245703531013,0.805899367632859,5
92,2.124262753179243,0.2746702553413463,5
93,3.9796608468283354,0.2801250760733562,5
94,2.85020591339322,0.31197185818592393,5
95,3.0547608935899886,0.20574338547986415,5
96,3.2830128849494917,0.8922878959839498,5
97,1.8660329400454487,0.22002156414491678,5
98,2.0484345607164007,0.3446342956438503,5
99,5.064833837680224,0.3168803989733439,5
100,5.005697924388427,0.9346760774610106,5
101,2.5174643708806514,0.3049271218436349,5
102,3.2012319091366743,0.44863628636471115,5
103,3.6751731917499,1.1429028974612605,5
104,3.8681923492810215,0.5731548462207389,5
105,1.7659554836602538,0.32935096113014817,5
106,1.932858463552075,0.16329882128133139,5
107,3.3686980463416334,0.9135274713154852,5
108,2.8599605527253846,0.14703329888795663,5
109,3.897016597283229,0.34436556452164335,5
110,2.4104148069298637,0.4138513070328497,5
111,2.9497586556278867,0.38775109465764845,5
112,3.9801043634739557,0.4389906179561618,5
113,2.876435636570662,0.33805209196731845,5
114,1.7381978529378739,0.21321763543781524,5
115,1.8825188757378004,0.05000821332636074,5
116,2.6296633148176705,0.18376396443772666,5
117,2.108489076904662,0.3346649461395187,5
118,2.495254671608323,0.16200342785564972,5
119,2.954482960449866,0.24548807101062428,5
120,2.665056651724649,0.26424822193130654,5
121,3.281048728151698,0.4451256752818411,5
122,2.1507709457927553,0.1591291255437969,5
123,2.8736023142752067,0.3909364437060565,5
124,3.50939998869712,0.7436853007828876,5
125,3.42012553261373,0.6081340253006667,5
126,1.411346943670346,0.2075744328552186,5
127,2.5910393920808503,0.4866798970258373,5
128,1.5802475470425608,0.14415898364905586,5
129,2.956014980786935,0.25941893048090087,5
130,3.8216043309793073,0.5619810926735711,5
131,2.6336990795236686,0.35197043323509625,5
132,2.3528014385805522,0.22875095443361226,5
133,2.688268141273889,0.13196080540866784,5
134,2.55290053626754,0.16764135989868298,5
135,2.058373529924757,0.2561232853786268,5
136,2.3927063747560164,0.2947459992329199,5
137,4.975327875269593,0.8476363009908798,5
138,2.6923761658736076,0.42066177207271066,5
139,2.9610159924685737,0.4581040153589773,5
140,2.533622980546444,0.2444553420150331,5
141,3.229426884266155,0.4104496381615582,5
142,2.269273226647445,0.0983226424320131,5
143,4.434014287266308,0.23963731918160164,5
144,2.344630112393369,0.3367635025291692,5
145,2.2601680276497484,0.2601581760951883,5
146,3.0330918694765083,0.7136005768648593,5
147,1.8691384973871963,0.2747808159317412,5
148,3.9082038480086205,0.3618386572909696,5
149,2.7993636971278977,0.6282425642003376,5
150,2.726890019084597,0.24578440016429365,5
151,3.730047412746122,0.31728570549803314,5
152,1.7282146898167654,0.2084060501131979,5
153,3.137078196620968,0.31226963626935306,5
154,1.7367893015372182,0.17914151059611194,5
155,4.046766191676303,0.6496377343099535,5
156,3.4075186622048492,0.3215335790933191,5
157,2.70469784769215,0.2785964432153233,5
158,2.9817358598529524,0.2001571522076611,5
159,3.7631313153337245,0.3979248338178334,5
