seed,fold,sample_id,cohort,feature,target,shap_value,abs_shap_value
101,7,VC-LAR-1,VC,mmu-miR-122-5p,mmu-let-7c-5p,0.2507348307837673,0.2507348307837673
101,7,VC-LAR-1,VC,mmu-miR-122-5p,mmu-miR-26a-5p,-0.18798437132888168,0.18798437132888168
101,7,VC-LAR-1,VC,mmu-miR-122-5p,mmu-miR-181a-5p,-0.25814518966217304,0.25814518966217304
101,7,VC-LAR-1,VC,mmu-miR-122-5p,mmu-let-7a-5p,0.1523193101946769,0.1523193101946769
101,7,VC-LAR-1,VC,mmu-miR-17-5p,mmu-miR-124-3p,0.23671414226482737,0.23671414226482737
101,7,VC-LAR-1,VC,mmu-miR-17-5p,mmu-let-7c-5p,0.8848436577728236,0.8848436577728236
101,7,VC-LAR-1,VC,mmu-miR-17-5p,mmu-miR-26a-5p,0.982269992970396,0.982269992970396
101,7,VC-LAR-1,VC,mmu-miR-17-5p,mmu-miR-181a-5p,0.6321014774526705,0.6321014774526705
101,7,VC-LAR-1,VC,mmu-miR-17-5p,mmu-let-7a-5p,0.9239748857544329,0.9239748857544329
101,7,VC-LAR-1,VC,mmu-miR-18a-5p,mmu-miR-124-3p,0.16940023412341068,0.16940023412341068
101,7,VC-LAR-1,VC,mmu-miR-18a-5p,mmu-let-7c-5p,0.013965822857426202,0.013965822857426202
101,7,VC-LAR-1,VC,mmu-miR-18a-5p,mmu-miR-26a-5p,0.1004860494518652,0.1004860494518652
101,7,VC-LAR-1,VC,mmu-miR-18a-5p,mmu-miR-181a-5p,-0.09175109821420246,0.09175109821420246
101,7,VC-LAR-1,VC,mmu-miR-18a-5p,mmu-let-7a-5p,-0.011832360393842833,0.011832360393842833
101,7,VC-LAR-1,VC,mmu-miR-19a-5p,mmu-miR-124-3p,-0.06153404308691583,0.06153404308691583
101,7,VC-LAR-1,VC,mmu-miR-19a-5p,mmu-let-7c-5p,0.07570542178606655,0.07570542178606655
101,7,VC-LAR-1,VC,mmu-miR-19a-5p,mmu-miR-26a-5p,0.0408714248410737,0.0408714248410737
101,7,VC-LAR-1,VC,mmu-miR-19a-5p,mmu-miR-181a-5p,0.003317588875749289,0.003317588875749289
101,7,VC-LAR-1,VC,mmu-miR-19a-5p,mmu-let-7a-5p,0.0717406676633496,0.0717406676633496
101,7,VC-LAR-1,VC,mmu-miR-20a-5p,mmu-miR-124-3p,0.15980445496218942,0.15980445496218942
101,7,VC-LAR-1,VC,mmu-miR-20a-5p,mmu-let-7c-5p,-0.33377774773131647,0.33377774773131647
101,7,VC-LAR-1,VC,mmu-miR-20a-5p,mmu-miR-26a-5p,-0.4461380928948833,0.4461380928948833
101,7,VC-LAR-1,VC,mmu-miR-20a-5p,mmu-miR-181a-5p,-0.28407823949479893,0.28407823949479893
101,7,VC-LAR-1,VC,mmu-miR-20a-5p,mmu-let-7a-5p,-0.4375186938930712,0.4375186938930712
101,7,VC-LAR-1,VC,mmu-miR-92a-1-5p,mmu-miR-124-3p,-0.07411610778678247,0.07411610778678247
101,7,VC-LAR-1,VC,mmu-miR-92a-1-5p,mmu-let-7c-5p,-0.08723836925079637,0.08723836925079637
101,7,VC-LAR-1,VC,mmu-miR-92a-1-5p,mmu-miR-26a-5p,-0.13092782238575942,0.13092782238575942
101,7,VC-LAR-1,VC,mmu-miR-92a-1-5p,mmu-miR-181a-5p,-0.1949063370887113,0.1949063370887113
101,7,VC-LAR-1,VC,mmu-miR-92a-1-5p,mmu-let-7a-5p,-0.08141206747338109,0.08141206747338109
101,8,VC-LAR-13,VC,mmu-miR-122-5p,mmu-miR-124-3p,0.4320743944166075,0.4320743944166075
101,8,VC-LAR-13,VC,mmu-miR-122-5p,mmu-let-7c-5p,-0.5288117742316293,0.5288117742316293
101,8,VC-LAR-13,VC,mmu-miR-122-5p,mmu-let-7a-5p,-0.30007326963144204,0.30007326963144204
101,8,VC-LAR-13,VC,mmu-miR-122-5p,mmu-miR-26a-5p,-0.07020958219848866,0.07020958219848866
101,8,VC-LAR-13,VC,mmu-miR-122-5p,mmu-let-7b-5p,-0.5310526946714766,0.5310526946714766
101,8,VC-LAR-13,VC,mmu-miR-17-5p,mmu-miR-124-3p,-0.06635639417800122,0.06635639417800122
101,8,VC-LAR-13,VC,mmu-miR-17-5p,mmu-let-7c-5p,-0.06794323575692637,0.06794323575692637
101,8,VC-LAR-13,VC,mmu-miR-17-5p,mmu-let-7a-5p,-0.0948514124068121,0.0948514124068121
101,8,VC-LAR-13,VC,mmu-miR-17-5p,mmu-miR-26a-5p,-0.09291044511483061,0.09291044511483061
101,8,VC-LAR-13,VC,mmu-miR-17-5p,mmu-let-7b-5p,-0.08322469771956098,0.08322469771956098
101,8,VC-LAR-13,VC,mmu-miR-18a-5p,mmu-miR-124-3p,-0.4090235067783701,0.4090235067783701
101,8,VC-LAR-13,VC,mmu-miR-18a-5p,mmu-let-7c-5p,-0.07606227802316416,0.07606227802316416
101,8,VC-LAR-13,VC,mmu-miR-18a-5p,mmu-let-7a-5p,-0.12871103091553462,0.12871103091553462
101,8,VC-LAR-13,VC,mmu-miR-18a-5p,mmu-miR-26a-5p,-0.27237533723431007,0.27237533723431007
101,8,VC-LAR-13,VC,mmu-miR-18a-5p,mmu-let-7b-5p,0.021760986883115563,0.021760986883115563
101,8,VC-LAR-13,VC,mmu-miR-19a-5p,mmu-miR-124-3p,0.2193206965127804,0.2193206965127804
101,8,VC-LAR-13,VC,mmu-miR-19a-5p,mmu-let-7c-5p,-0.20609299325296904,0.20609299325296904
101,8,VC-LAR-13,VC,mmu-miR-19a-5p,mmu-let-7a-5p,-0.23332161687916,0.23332161687916
101,8,VC-LAR-13,VC,mmu-miR-19a-5p,mmu-miR-26a-5p,-0.23239409415012544,0.23239409415012544
101,8,VC-LAR-13,VC,mmu-miR-19a-5p,mmu-let-7b-5p,-0.20609109685950294,0.20609109685950294
101,8,VC-LAR-13,VC,mmu-miR-20a-5p,mmu-miR-124-3p,-0.04761159851332192,0.04761159851332192
101,8,VC-LAR-13,VC,mmu-miR-20a-5p,mmu-let-7c-5p,-0.057247301571866555,0.057247301571866555
